
Displacement^2
 ==================== 
Displacement^2,Unit,Category,Time,Set 1,TrackID,ID,
0,µm^2,Spot,1,Untracked,1000000002,2,
0,µm^2,Spot,1,Untracked,1000000003,3,
0,µm^2,Spot,1,Untracked,1000000004,4,
0,µm^2,Spot,1,Untracked,1000000006,6,
0,µm^2,Spot,1,Untracked,1000000007,7,
0,µm^2,Spot,1,Untracked,1000000008,8,
0,µm^2,Spot,1,Untracked,1000000009,9,
0,µm^2,Spot,1,Untracked,1000000011,11,
0,µm^2,Spot,1,Untracked,1000000012,12,
0,µm^2,Spot,1,Untracked,1000000013,13,
0,µm^2,Spot,1,Untracked,1000000014,14,
0,µm^2,Spot,1,Untracked,1000000015,15,
0,µm^2,Spot,1,Tracked,1000000017,17,
0,µm^2,Spot,1,Tracked,1000000025,25,
0,µm^2,Spot,1,Untracked,1000000026,26,
0,µm^2,Spot,1,Untracked,1000000027,27,
0,µm^2,Spot,1,Untracked,1000000028,28,
0,µm^2,Spot,1,Untracked,1000000029,29,
0,µm^2,Spot,1,Untracked,1000000032,32,
0,µm^2,Spot,1,Untracked,1000000033,33,
0,µm^2,Spot,1,Untracked,1000000034,34,
0,µm^2,Spot,1,Untracked,1000000035,35,
0,µm^2,Spot,1,Untracked,1000000036,36,
0,µm^2,Spot,1,Untracked,1000000037,37,
0,µm^2,Spot,1,Untracked,1000000038,38,
0,µm^2,Spot,1,Untracked,1000000039,39,
0,µm^2,Spot,1,Tracked,1000000041,41,
0,µm^2,Spot,1,Tracked,1000000043,43,
0,µm^2,Spot,1,Untracked,1000000044,44,
0,µm^2,Spot,1,Tracked,1000000046,46,
0,µm^2,Spot,1,Tracked,1000000049,49,
0,µm^2,Spot,1,Untracked,1000000050,50,
0,µm^2,Spot,1,Untracked,1000000051,51,
0,µm^2,Spot,1,Untracked,1000000052,52,
0,µm^2,Spot,1,Untracked,1000000053,53,
0,µm^2,Spot,1,Untracked,1000000054,54,
0,µm^2,Spot,1,Untracked,1000000055,55,
0,µm^2,Spot,1,Tracked,1000000057,57,
0,µm^2,Spot,1,Untracked,1000000058,58,
0,µm^2,Spot,1,Untracked,1000000059,59,
0,µm^2,Spot,1,Untracked,1000000060,60,
0,µm^2,Spot,1,Untracked,1000000062,62,
0,µm^2,Spot,1,Untracked,1000000063,63,
0,µm^2,Spot,1,Untracked,1000000065,65,
0,µm^2,Spot,1,Tracked,1000000068,68,
0,µm^2,Spot,1,Tracked,1000000069,69,
0,µm^2,Spot,1,Tracked,1000000070,70,
0,µm^2,Spot,1,Tracked,1000000071,71,
0,µm^2,Spot,1,Tracked,1000000072,72,
0,µm^2,Spot,1,Tracked,1000000074,74,
0,µm^2,Spot,1,Tracked,1000000075,75,
0,µm^2,Spot,1,Tracked,1000000076,76,
0,µm^2,Spot,1,Tracked,1000000078,78,
0,µm^2,Spot,1,Tracked,1000000079,79,
0,µm^2,Spot,1,Tracked,1000000080,80,
0,µm^2,Spot,1,Tracked,1000000081,81,
0,µm^2,Spot,1,Untracked,1000000082,82,
0,µm^2,Spot,1,Untracked,1000000083,83,
0,µm^2,Spot,1,Untracked,1000000085,85,
0,µm^2,Spot,1,Untracked,1000000087,87,
0,µm^2,Spot,1,Untracked,1000000088,88,
0,µm^2,Spot,1,Untracked,1000000089,89,
0,µm^2,Spot,1,Untracked,1000000092,92,
0,µm^2,Spot,1,Tracked,1000000093,93,
0,µm^2,Spot,1,Untracked,1000000095,95,
0,µm^2,Spot,1,Untracked,1000000096,96,
0,µm^2,Spot,1,Untracked,1000000097,97,
0,µm^2,Spot,1,Untracked,1000000098,98,
0,µm^2,Spot,1,Untracked,1000000099,99,
0,µm^2,Spot,1,Untracked,1000000100,100,
0,µm^2,Spot,1,Untracked,1000000101,101,
0,µm^2,Spot,1,Untracked,1000000102,102,
0,µm^2,Spot,1,Untracked,1000000103,103,
0,µm^2,Spot,1,Untracked,1000000105,105,
0,µm^2,Spot,1,Untracked,1000000107,107,
0,µm^2,Spot,1,Untracked,1000000108,108,
0,µm^2,Spot,1,Untracked,1000000111,111,
0,µm^2,Spot,1,Untracked,1000000113,113,
0,µm^2,Spot,1,Tracked,1000002122,2122,
0,µm^2,Spot,1,Tracked,1000002133,2133,
0,µm^2,Spot,1,Tracked,1000002145,2145,
0,µm^2,Spot,1,Tracked,1000002157,2157,
0,µm^2,Spot,1,Untracked,1000002169,2169,
0,µm^2,Spot,1,Tracked,1000002181,2181,
0,µm^2,Spot,1,Tracked,1000002193,2193,
0,µm^2,Spot,1,Tracked,1000002205,2205,
0,µm^2,Spot,1,Tracked,1000002217,2217,
0,µm^2,Spot,1,Tracked,1000002229,2229,
0,µm^2,Spot,1,Tracked,1000002241,2241,
0,µm^2,Spot,1,Tracked,1000002253,2253,
0,µm^2,Spot,1,Tracked,1000002265,2265,
0,µm^2,Spot,1,Tracked,1000002288,2288,
0,µm^2,Spot,1,Tracked,1000002289,2289,
0,µm^2,Spot,1,Tracked,1000002308,2308,
0,µm^2,Spot,1,Tracked,1000002320,2320,
0,µm^2,Spot,1,Tracked,1000002332,2332,
365.973,µm^2,Spot,2,Untracked,1000000002,2333,
29.1868,µm^2,Spot,2,Untracked,1000000004,2334,
0,µm^2,Spot,2,Untracked,1000002335,2335,
39.431,µm^2,Spot,2,Untracked,1000000003,2336,
113.084,µm^2,Spot,2,Untracked,1000000006,2337,
4.57682,µm^2,Spot,2,Untracked,1000000007,2338,
10.8965,µm^2,Spot,2,Untracked,1000000009,2339,
96.8369,µm^2,Spot,2,Untracked,1000000011,2340,
43.2994,µm^2,Spot,2,Untracked,1000000012,2341,
100.312,µm^2,Spot,2,Untracked,1000000008,2342,
130.168,µm^2,Spot,2,Untracked,1000000014,2343,
27.2329,µm^2,Spot,2,Untracked,1000000013,2344,
0,µm^2,Spot,2,Untracked,1000002345,2345,
36.3904,µm^2,Spot,2,Untracked,1000000015,2346,
3.28076,µm^2,Spot,2,Tracked,1000000017,2347,
32.3338,µm^2,Spot,2,Tracked,1000000025,2348,
52.6603,µm^2,Spot,2,Untracked,1000000026,2349,
22.131,µm^2,Spot,2,Untracked,1000000027,2350,
58.4971,µm^2,Spot,2,Untracked,1000000028,2351,
14.0812,µm^2,Spot,2,Untracked,1000000029,2352,
