
Displacement Length
 ==================== 
Displacement Length,Unit,Category,Time,Set 1,TrackID,ID,
0,um,Spot,1,Untracked,1000012267,12267,
0,um,Spot,1,Untracked,1000012268,12268,
0,um,Spot,1,Untracked,1000012269,12269,
0,um,Spot,1,Untracked,1000012270,12270,
0,um,Spot,1,Untracked,1000012272,12272,
0,um,Spot,1,Untracked,1000012273,12273,
0,um,Spot,1,Untracked,1000012274,12274,
0,um,Spot,1,Untracked,1000012279,12279,
0,um,Spot,1,Untracked,1000012280,12280,
0,um,Spot,1,Untracked,1000012281,12281,
0,um,Spot,1,Untracked,1000012284,12284,
0,um,Spot,1,Untracked,1000012290,12290,
0,um,Spot,1,Untracked,1000012291,12291,
0,um,Spot,1,Untracked,1000012292,12292,
0,um,Spot,1,Untracked,1000012293,12293,
0,um,Spot,1,Untracked,1000012294,12294,
0,um,Spot,1,Untracked,1000012295,12295,
0,um,Spot,1,Untracked,1000012296,12296,
0,um,Spot,1,Untracked,1000012297,12297,
0,um,Spot,1,Untracked,1000012298,12298,
0,um,Spot,1,Untracked,1000012299,12299,
0,um,Spot,1,Untracked,1000012300,12300,
0,um,Spot,1,Untracked,1000012301,12301,
0,um,Spot,1,Untracked,1000012303,12303,
0,um,Spot,1,Untracked,1000012307,12307,
0,um,Spot,1,Untracked,1000012328,12328,
0,um,Spot,1,Untracked,1000012332,12332,
0,um,Spot,1,Untracked,1000012333,12333,
0,um,Spot,1,Untracked,1000012357,12357,
0,um,Spot,1,Untracked,1000012359,12359,
0,um,Spot,1,Untracked,1000012360,12360,
0,um,Spot,1,Untracked,1000012364,12364,
0,um,Spot,1,Untracked,1000012369,12369,
0,um,Spot,1,Untracked,1000012371,12371,
0,um,Spot,1,Untracked,1000012395,12395,
0,um,Spot,1,Untracked,1000012396,12396,
0,um,Spot,1,Tracked,1000026846,26846,
0,um,Spot,1,Tracked,1000026854,26854,
0,um,Spot,1,Tracked,1000026862,26862,
0,um,Spot,1,Tracked,1000026870,26870,
0,um,Spot,1,Tracked,1000026878,26878,
0,um,Spot,1,Tracked,1000026886,26886,
0,um,Spot,1,Tracked,1000026894,26894,
0,um,Spot,1,Tracked,1000026902,26902,
0,um,Spot,1,Tracked,1000026914,26914,
0,um,Spot,1,Tracked,1000026917,26917,
0,um,Spot,1,Tracked,1000026925,26925,
1.91113,um,Spot,2,Untracked,1000012267,26926,
2.12149,um,Spot,2,Untracked,1000012268,26927,
7.64959,um,Spot,2,Untracked,1000012272,26928,
2.70259,um,Spot,2,Untracked,1000012269,26929,
1.79044,um,Spot,2,Untracked,1000012270,26930,
3.25083,um,Spot,2,Untracked,1000012273,26931,
1.25273,um,Spot,2,Untracked,1000012274,26932,
1.28882,um,Spot,2,Untracked,1000012281,26933,
2.76001,um,Spot,2,Untracked,1000012280,26934,
4.7498,um,Spot,2,Untracked,1000012284,26935,
1.02224,um,Spot,2,Untracked,1000012290,26936,
