
Displacement^2
 ==================== 
Displacement^2,Unit,Category,Time,Set 1,TrackID,ID,
0,um^2,Spot,1,Untracked,1000002898,2898,
0,um^2,Spot,1,Untracked,1000002900,2900,
0,um^2,Spot,1,Untracked,1000002928,2928,
0,um^2,Spot,1,Untracked,1000002929,2929,
0,um^2,Spot,1,Untracked,1000002931,2931,
0,um^2,Spot,1,Untracked,1000002934,2934,
0,um^2,Spot,1,Untracked,1000002935,2935,
0,um^2,Spot,1,Untracked,1000002936,2936,
0,um^2,Spot,1,Untracked,1000002937,2937,
0,um^2,Spot,1,Untracked,1000002938,2938,
0,um^2,Spot,1,Untracked,1000002957,2957,
0,um^2,Spot,1,Untracked,1000004001,4001,
0,um^2,Spot,1,Untracked,1000004003,4003,
0,um^2,Spot,1,Untracked,1000004004,4004,
0,um^2,Spot,1,Untracked,1000004008,4008,
0,um^2,Spot,1,Untracked,1000004012,4012,
0,um^2,Spot,1,Untracked,1000004018,4018,
0,um^2,Spot,1,Untracked,1000004037,4037,
0,um^2,Spot,1,Untracked,1000004170,4170,
0,um^2,Spot,1,Untracked,1000004179,4179,
0,um^2,Spot,1,Untracked,1000004181,4181,
0,um^2,Spot,1,Untracked,1000004182,4182,
0,um^2,Spot,1,Untracked,1000004183,4183,
0,um^2,Spot,1,Untracked,1000004185,4185,
0,um^2,Spot,1,Untracked,1000004186,4186,
0,um^2,Spot,1,Untracked,1000004188,4188,
0,um^2,Spot,1,Untracked,1000004191,4191,
0,um^2,Spot,1,Untracked,1000004192,4192,
0,um^2,Spot,1,Untracked,1000004194,4194,
0,um^2,Spot,1,Untracked,1000004195,4195,
0,um^2,Spot,1,Untracked,1000004196,4196,
0,um^2,Spot,1,Untracked,1000004199,4199,
0,um^2,Spot,1,Untracked,1000004200,4200,
0,um^2,Spot,1,Untracked,1000004201,4201,
0,um^2,Spot,1,Untracked,1000004202,4202,
0,um^2,Spot,1,Untracked,1000004203,4203,
0,um^2,Spot,1,Untracked,1000004204,4204,
0,um^2,Spot,1,Untracked,1000004206,4206,
0,um^2,Spot,1,Untracked,1000004208,4208,
0,um^2,Spot,1,Untracked,1000004210,4210,
0,um^2,Spot,1,Untracked,1000004211,4211,
0,um^2,Spot,1,Untracked,1000004212,4212,
0,um^2,Spot,1,Untracked,1000004214,4214,
0,um^2,Spot,1,Untracked,1000004215,4215,
0,um^2,Spot,1,Untracked,1000004217,4217,
0,um^2,Spot,1,Untracked,1000004218,4218,
0,um^2,Spot,1,Untracked,1000004219,4219,
0,um^2,Spot,1,Untracked,1000004220,4220,
0,um^2,Spot,1,Untracked,1000004221,4221,
0,um^2,Spot,1,Untracked,1000004222,4222,
0,um^2,Spot,1,Untracked,1000004223,4223,
0,um^2,Spot,1,Untracked,1000004226,4226,
0,um^2,Spot,1,Untracked,1000004227,4227,
0,um^2,Spot,1,Untracked,1000004228,4228,
0,um^2,Spot,1,Untracked,1000004229,4229,
0,um^2,Spot,1,Untracked,1000004230,4230,
0,um^2,Spot,1,Untracked,1000004231,4231,
0,um^2,Spot,1,Untracked,1000004235,4235,
0,um^2,Spot,1,Untracked,1000004236,4236,
0,um^2,Spot,1,Untracked,1000004237,4237,
0,um^2,Spot,1,Untracked,1000004239,4239,
0,um^2,Spot,1,Untracked,1000004240,4240,
0,um^2,Spot,1,Untracked,1000004241,4241,
0,um^2,Spot,1,Untracked,1000004242,4242,
0,um^2,Spot,1,Untracked,1000004245,4245,
0,um^2,Spot,1,Untracked,1000004246,4246,
0,um^2,Spot,1,Untracked,1000004247,4247,
0,um^2,Spot,1,Untracked,1000004536,4536,
0,um^2,Spot,1,Untracked,1000004537,4537,
0,um^2,Spot,1,Untracked,1000004538,4538,
0,um^2,Spot,1,Untracked,1000004539,4539,
0,um^2,Spot,1,Untracked,1000004544,4544,
0,um^2,Spot,1,Untracked,1000004545,4545,
0,um^2,Spot,1,Untracked,1000004546,4546,
0,um^2,Spot,1,Untracked,1000004547,4547,
0,um^2,Spot,1,Untracked,1000004548,4548,
0,um^2,Spot,1,Untracked,1000004549,4549,
0,um^2,Spot,1,Untracked,1000004550,4550,
0,um^2,Spot,1,Untracked,1000004551,4551,
0,um^2,Spot,1,Untracked,1000004552,4552,
0,um^2,Spot,1,Untracked,1000004553,4553,
0,um^2,Spot,1,Untracked,1000004556,4556,
0,um^2,Spot,1,Untracked,1000004557,4557,
0,um^2,Spot,1,Untracked,1000004561,4561,
0,um^2,Spot,1,Untracked,1000004562,4562,
0,um^2,Spot,1,Untracked,1000004563,4563,
0,um^2,Spot,1,Untracked,1000004564,4564,
0,um^2,Spot,1,Untracked,1000004569,4569,
0,um^2,Spot,1,Untracked,1000004575,4575,
0,um^2,Spot,1,Untracked,1000004576,4576,
0,um^2,Spot,1,Untracked,1000004579,4579,
