
Displacement^2
 ==================== 
Displacement^2,Unit,Category,Time,Set 1,TrackID,ID,
0,,Spot,1,Utrecked,1000000000,0,
0,,Spot,1,Utrecked,1000000001,1,
0,,Spot,1,Utrecked,1000000002,2,
0,,Spot,1,Utrecked,1000000003,3,
0,,Spot,1,Utrecked,1000000004,4,
0,,Spot,1,Utrecked,1000000005,5,
0,,Spot,1,Utrecked,1000000006,6,
0,,Spot,1,Utrecked,1000000007,7,
0,,Spot,1,Utrecked,1000000008,8,
0,,Spot,1,Utrecked,1000000009,9,
0,,Spot,1,Utrecked,1000000010,10,
0,,Spot,1,Utrecked,1000000016,16,
0,,Spot,1,Utrecked,1000000017,17,
0,,Spot,1,Utrecked,1000000018,18,
0,,Spot,1,Utrecked,1000000019,19,
0,,Spot,1,Utrecked,1000000020,20,
0,,Spot,1,Utrecked,1000000021,21,
0,,Spot,1,Utrecked,1000000022,22,
0,,Spot,1,Utrecked,1000000023,23,
0,,Spot,1,Utrecked,1000000024,24,
0,,Spot,1,Utrecked,1000000025,25,
0,,Spot,1,Utrecked,1000000027,27,
0,,Spot,1,Utrecked,1000000028,28,
0,,Spot,1,Utrecked,1000000029,29,
0,,Spot,1,Utrecked,1000000030,30,
0,,Spot,1,Utrecked,1000000031,31,
0,,Spot,1,Utrecked,1000000033,33,
0,,Spot,1,Utrecked,1000000035,35,
0,,Spot,1,Utrecked,1000000036,36,
0,,Spot,1,Utrecked,1000000037,37,
0,,Spot,1,Utrecked,1000000038,38,
0,,Spot,1,Utrecked,1000000040,40,
0,,Spot,1,Utrecked,1000000041,41,
0,,Spot,1,Utrecked,1000000042,42,
0,,Spot,1,Utrecked,1000000043,43,
0,,Spot,1,Utrecked,1000000044,44,
0,,Spot,1,Utrecked,1000000048,48,
0,,Spot,1,Utrecked,1000000059,59,
0,,Spot,1,Utrecked,1000000065,65,
0,,Spot,1,Utrecked,1000000078,78,
0,,Spot,1,Utrecked,1000000081,81,
0,,Spot,1,Utrecked,1000000083,83,
0,,Spot,1,Utrecked,1000000084,84,
0,,Spot,1,Utrecked,1000000085,85,
0,,Spot,1,Utrecked,1000000086,86,
0,,Spot,1,Utrecked,1000000087,87,
0,,Spot,1,Utrecked,1000000089,89,
0,,Spot,1,Utrecked,1000000090,90,
0,,Spot,1,Utrecked,1000000095,95,
0,,Spot,1,Utrecked,1000000096,96,
0,,Spot,1,Utrecked,1000000098,98,
0,,Spot,1,Utrecked,1000000099,99,
0,,Spot,1,Utrecked,1000000100,100,
0,,Spot,1,Utrecked,1000000103,103,
0,,Spot,1,Utrecked,1000000119,119,
0,,Spot,1,Utrecked,1000000134,134,
0,,Spot,1,Utrecked,1000000135,135,
0,,Spot,1,Utrecked,1000000144,144,
0,,Spot,1,,1000002219,2219,
0,,Spot,1,,1000002229,2229,
0,,Spot,1,,1000002240,2240,
0,,Spot,1,,1000002251,2251,
0,,Spot,1,,1000002262,2262,
0,,Spot,1,,1000002281,2281,
0,,Spot,1,,1000002292,2292,
0,,Spot,1,,1000002303,2303,
0,,Spot,1,,1000002325,2325,
0,,Spot,1,,1000002336,2336,
0,,Spot,1,,1000002346,2346,
0,,Spot,1,,1000002357,2357,
0,,Spot,1,,1000002368,2368,
0,,Spot,1,,1000002385,2385,
0,,Spot,1,,1000002394,2394,
0,,Spot,1,,1000002409,2409,
0,,Spot,1,,1000002420,2420,
0,,Spot,1,,1000002442,2442,
0,,Spot,1,,1000002453,2453,
0,,Spot,1,,1000002462,2462,
0,,Spot,1,,1000002473,2473,
0,,Spot,1,,1000002477,2477,
0,,Spot,1,,1000002488,2488,
0,,Spot,1,,1000002499,2499,
0,,Spot,1,,1000002510,2510,
0,,Spot,1,,1000002527,2527,
0,,Spot,1,,1000002538,2538,
0,,Spot,1,,1000002549,2549,
0,,Spot,1,,1000002560,2560,
0,,Spot,1,,1000002581,2581,
0,,Spot,1,,1000002585,2585,
0,,Spot,1,,1000002596,2596,
0,,Spot,1,,1000002607,2607,
0,,Spot,1,,1000002618,2618,
0,,Spot,1,,1000002629,2629,
0,,Spot,1,,1000002651,2651,
0,,Spot,1,,1000002659,2659,
0,,Spot,1,,1000002661,2661,
0,,Spot,1,,1000002678,2678,
0,,Spot,1,,1000002686,2686,
0,,Spot,1,,1000002704,2704,
14.4023,,Spot,2,Utrecked,1000000000,2705,
28.5486,,Spot,2,Utrecked,1000000001,2706,
124.36,,Spot,2,Utrecked,1000000002,2707,
95.0518,,Spot,2,Utrecked,1000000003,2708,
0,,Spot,2,Utrecked,1000002709,2709,
201.856,,Spot,2,Utrecked,1000000005,2710,
150.077,,Spot,2,Utrecked,1000000004,2711,
83.7795,,Spot,2,Utrecked,1000000006,2712,
133.712,,Spot,2,Utrecked,1000000008,2713,
101.959,,Spot,2,Utrecked,1000000007,2714,
148.04,,Spot,2,Utrecked,1000000009,2715,
78.1659,,Spot,2,Utrecked,1000000010,2716,
115.352,,Spot,2,Utrecked,1000000036,2717,
2.43836,,Spot,2,Utrecked,1000000016,2718,
8.67522,,Spot,2,Utrecked,1000000017,2719,
59.1396,,Spot,2,Utrecked,1000000018,2720,
39.4607,,Spot,2,Utrecked,1000000019,2721,
82.6844,,Spot,2,Utrecked,1000000020,2722,
41.7185,,Spot,2,Utrecked,1000000021,2723,
18.675,,Spot,2,Utrecked,1000000023,2724,
4.40878,,Spot,2,Utrecked,1000000022,2725,
25.9943,,Spot,2,Utrecked,1000000024,2726,
17.597,,Spot,2,Utrecked,1000000025,2727,
75.3783,,Spot,2,Utrecked,1000000029,2728,
3.03313,,Spot,2,Utrecked,1000000027,2729,
91.5518,,Spot,2,Utrecked,1000000031,2730,
26.969,,Spot,2,Utrecked,1000000030,2731,
81.2454,,Spot,2,Utrecked,1000000033,2732,
0,,Spot,2,Utrecked,1000002733,2733,
86.0398,,Spot,2,Utrecked,1000000095,2734,
