
Displacement Delta Length
 ==================== 
Displacement Delta Length,Unit,Category,Time,Set 1,TrackID,ID,
0,um,Spot,1,Untracked,1000000184,184,
0,um,Spot,1,Untracked,1000001235,1235,
0,um,Spot,1,Untracked,1000001240,1240,
0,um,Spot,1,Untracked,1000001244,1244,
0,um,Spot,1,Untracked,1000001245,1245,
0,um,Spot,1,Untracked,1000001250,1250,
0,um,Spot,1,Untracked,1000001252,1252,
0,um,Spot,1,Untracked,1000001255,1255,
0,um,Spot,1,Untracked,1000001259,1259,
0,um,Spot,1,Untracked,1000001386,1386,
0,um,Spot,1,Untracked,1000001389,1389,
0,um,Spot,1,Untracked,1000001390,1390,
0,um,Spot,1,Untracked,1000001391,1391,
0,um,Spot,1,Untracked,1000001393,1393,
0,um,Spot,1,Untracked,1000001396,1396,
0,um,Spot,1,Untracked,1000001397,1397,
0,um,Spot,1,Untracked,1000001398,1398,
0,um,Spot,1,Untracked,1000001400,1400,
0,um,Spot,1,Untracked,1000001401,1401,
0,um,Spot,1,Untracked,1000001416,1416,
0,um,Spot,1,Untracked,1000001418,1418,
0,um,Spot,1,Untracked,1000001426,1426,
0,um,Spot,1,Untracked,1000001428,1428,
0,um,Spot,1,Untracked,1000001601,1601,
0,um,Spot,1,Untracked,1000002144,2144,
0,um,Spot,1,Untracked,1000002145,2145,
0,um,Spot,1,Untracked,1000002146,2146,
0,um,Spot,1,Untracked,1000002147,2147,
0,um,Spot,1,Untracked,1000002149,2149,
0,um,Spot,1,Untracked,1000002150,2150,
0,um,Spot,1,Untracked,1000002151,2151,
0,um,Spot,1,Untracked,1000002152,2152,
0,um,Spot,1,Untracked,1000002153,2153,
0,um,Spot,1,Untracked,1000002154,2154,
0,um,Spot,1,Untracked,1000002155,2155,
0,um,Spot,1,Untracked,1000002156,2156,
0,um,Spot,1,Untracked,1000002157,2157,
0,um,Spot,1,Untracked,1000002158,2158,
0,um,Spot,1,Untracked,1000002159,2159,
0,um,Spot,1,Untracked,1000002160,2160,
0,um,Spot,1,Untracked,1000002162,2162,
0,um,Spot,1,Untracked,1000002163,2163,
0,um,Spot,1,Untracked,1000002164,2164,
0,um,Spot,1,Untracked,1000002170,2170,
0,um,Spot,1,Untracked,1000002171,2171,
0,um,Spot,1,Untracked,1000002172,2172,
0,um,Spot,1,Untracked,1000002179,2179,
0,um,Spot,1,Untracked,1000002181,2181,
0,um,Spot,1,Untracked,1000002185,2185,
0,um,Spot,1,Untracked,1000002188,2188,
0,um,Spot,1,Untracked,1000002190,2190,
0,um,Spot,1,Untracked,1000002197,2197,
0,um,Spot,1,Untracked,1000002199,2199,
0,um,Spot,1,Untracked,1000002249,2249,
0,um,Spot,1,Untracked,1000002251,2251,
0,um,Spot,1,Untracked,1000002252,2252,
0,um,Spot,1,Untracked,1000002253,2253,
0,um,Spot,1,Untracked,1000002254,2254,
0,um,Spot,1,Untracked,1000002255,2255,
0,um,Spot,1,Untracked,1000002256,2256,
0,um,Spot,1,Untracked,1000002257,2257,
0,um,Spot,1,Untracked,1000002258,2258,
0,um,Spot,1,Untracked,1000002259,2259,
0,um,Spot,1,Untracked,1000002260,2260,
0,um,Spot,1,Untracked,1000002262,2262,
0,um,Spot,1,Untracked,1000002265,2265,
0,um,Spot,1,Untracked,1000002269,2269,
0,um,Spot,1,Untracked,1000002272,2272,
0,um,Spot,1,Untracked,1000002273,2273,
0,um,Spot,1,Untracked,1000002274,2274,
0,um,Spot,1,Untracked,1000002275,2275,
0,um,Spot,1,Untracked,1000002278,2278,
0,um,Spot,1,Untracked,1000002279,2279,
0,um,Spot,1,Untracked,1000002280,2280,
0,um,Spot,1,Untracked,1000002282,2282,
0,um,Spot,1,Untracked,1000002283,2283,
0,um,Spot,1,Untracked,1000002284,2284,
0,um,Spot,1,Untracked,1000002286,2286,
0,um,Spot,1,Untracked,1000002288,2288,
0,um,Spot,1,Untracked,1000002289,2289,
0,um,Spot,1,Untracked,1000002290,2290,
0,um,Spot,1,Untracked,1000002291,2291,
0,um,Spot,1,Untracked,1000002292,2292,
